idx,raw_id,original_sentence,standard_negation,sn_절1,sn_절2,sn_절3,local_negation_type,local_negation,local_부정요소,ln_절1,ln_절2,contradiction,paraphrase,note
2244,630836,리프트 라이벌즈 2019에서 LEC와 LCS 지역 경기가 열린다.,리프트 라이벌즈 2019에서 LEC 지역 경기가 열리지 않거나 LCS 지역 경기가 열리지 않는다.,안 장형,안 장형,,대등절 일부,리프트 라이벌즈 2019에서 LEC 지역 경기가 열리지만 LCS 지역 경기는 안 열린다.,LCS 지역 경기가 열린다,안 단형,,리프트 라이벌즈 2019에서 LEC와 LCS 지역 경기가 전면 취소된다.,리프트 라이벌즈 2019에서는 LEC와 LCS가 맞붙는 경기가 펼쳐진다.,
2246,350293,"이성환은 1922년 일본 교토고등잠업학교를 졸업했으며, 1922년부터 1932년까지 개벽 동인을 역임했다.","이성환은 1922년 일본 교토고등잠업학교를 졸업하지 못했거나, 1922년부터 1932년까지 개벽 동인을 역임하지 않았다.",못 장형,안 장형,,대등절 일부,"이성환은 1922년 일본 교토고등잠업학교를 졸업하지 못했으며, 1922년부터 1932년까지 개벽 동인을 역임했다.",1922년 일본 교토고등잠업학교를 졸업했으며,못 장형,,"이성환은 1922년 일본 교토고등잠업학교에서 제적되었으며, 1922년부터 1932년까지 개벽 동인에서 활동 금지를 당했다.","이성환은 1922년에 일본의 교토고등잠업학교를 마쳤고, 이후 1932년까지 개벽 동인으로 활동했다.",
2247,877412,징펑먼역은 베이징시 펑타이구의 교차로에 위치한 지하철 환승역이다.,징펑먼역은 베이징시 펑타이구의 교차로에 위치한 지하철 환승역이 아니다.,아니다,,,관형절,징펑먼역은 베이징시 펑타이구의 교차로에 위치하지 않은 지하철 환승역이다.,베이징시 펑타이구의 교차로에 위치한,안 장형,,징펑먼역은 베이징시 펑타이구의 교차로에 위치한 국제공항 터미널이다.,징펑먼역은 베이징 펑타이구의 교차로에 자리한 지하철 환승역이다.,
2248,372678,1978년 11월 20일에 태어난 프란 페레아는 스페인의 배우 겸 가수이다.,1978년 11월 20일에 태어난 프란 페레아는 스페인의 배우 혹은 가수가 아니다.,아니다,,,관형절,1978년 11월 20일에 태어나지 않은 프란 페레아는 스페인의 배우 겸 가수이다.,1978년 11월 20일에 태어난,안 장형,,1988년 11월 20일에 태어난 프란 페레아는 스페인의 배우 겸 가수이다.,프란 페레아는 1978년 11월 20일 스페인에서 태어난 배우이자 가수다.,
2249,622423,싱골과 멜리안 사이에 외동딸이 있다.,싱골과 멜리안 사이에 외동딸이 없다.,어휘적,,,,,,,,싱골과 멜리안 사이에 외동아들이 있다.,싱골과 멜리안에게는 딸 한 명이 있다.,
2250,2680,그녀는 자신의 솜씨가 아테나 여신보다 뛰어나다고 자랑하며 아테나에게 도전했다.,그녀는 자신의 솜씨가 아테나 여신보다 뛰어나다고 자랑하며 아테나에게 도전하지 않았다.,안 장형,,,인용절,그녀는 자신의 솜씨가 아테나 여신보다 안 뛰어나다고 자랑하며 아테나에게 도전했다.,자신의 솜씨가 아테나 여신보다 뛰어나다고,안 단형,,그녀는 자신의 솜씨가 아테나 여신보다 뒤떨어진다고 인정하며 아테나에게 복종했다.,그녀는 아테나보다 자신이 더 뛰어나다고 주장하며 그 여신에게 겨루자고 했다.,
2251,362684,6월 22일까지 이어진 폭우로 450mm의 비가 내려 대만 농업에 총 4억 신 대만 달러의 피해가 발생했다.,6월 22일까지 이어진 폭우로 450mm의 비가 내려 대만 농업에 총 4억 신 대만 달러의 피해가 발생하지 않았다.,안 장형,,,종속절,6월 22일까지 이어진 폭우로 450mm의 비가 안 내려 대만 농업에 총 4억 신 대만 달러의 피해가 발생했다.,비가 내려,안 단형,,6월 22일까지 이어진 폭우로 450mm의 비가 내려 대만 농업에 총 2억 신 대만 달러의 피해가 발생했다.,6월 22일까지 쏟아진 폭우로 인해 대만 농업 분야에는 4억 신 대만 달러의 재산 피해가 집계됐다.,
2252,368314,"그는 한국 전쟁 중 문예총에서 선발된 종군 작가단으로 활동하였으며, 문화공작 요원으로 경남 지방에 파견되었다.","그는 한국 전쟁 중 문예총에서 선발된 종군 작가단으로 활동하지 않았거나, 문화공작 요원으로 경남 지방에 파견되지 않았다.",안 장형,안 장형,,관형절,"그는 한국 전쟁 중 문예총에서 선발되지 않은 종군 작가단으로 활동하였으며, 문화공작 요원으로 경남 지방에 파견되었다.",,안 장형,,"그는 한국 전쟁 중 문예총에서 해산된 종군 작가단으로 활동하였으며, 문화공작 요원으로 경기도 지방에 파견되었다.","한국 전쟁 기간 동안 그는 문예총 소속 종군 작가단으로 일했고, 문화공작 요원으로서 경남 지역에 배치되었다.",
2253,383202,프랑스가 러시아와 함께 프로이센에 맞서자 프로이센은 영국의 지지를 받아 대항했다.,프랑스가 러시아와 함께 프로이센에 맞서자 프로이센은 영국의 지지를 받아 대항하지 않았다.,안 장형,,,종속절,프랑스가 러시아와 함께 프로이센에 안 맞서자 프로이센은 영국의 지지를 받아 대항했다.,프랑스가 러시아와 함께 프로이센에 맞서자,안 단형,,프랑스가 러시아와 함께 프로이센을 지원하자 프로이센은 영국의 공격을 받아 후퇴했다.,"프랑스와 러시아가 프로이센을 상대하자, 프로이센은 영국의 지원을 받아 이에 맞섰다.",
2254,438028,부셰를 스타로 끌어올린 음반 《Visions》은 음악 비평가에게 극찬을 받았고 2013년 NME에서 선정한 역사상 가장 위대한 음반 500장에 포함되었다.,부셰를 스타로 끌어올린 음반 《Visions》은 음악 비평가에게 극찬을 받지 않았거나 2013년 NME에서 선정한 역사상 가장 위대한 음반 500장에 포함되지 않았다.,안 장형,안 장형,,대등절 일부,부셰를 스타로 끌어올린 음반 《Visions》은 음악 비평가에게 극찬을 못 받았으나 2013년 NME에서 선정한 역사상 가장 위대한 음반 500장에 포함되었다.,음악 비평가에게 극찬을 받았고,못 단형,,부셰를 스타로 끌어올린 음반 《Visions》은 음악 비평가에게 혹평을 받았고 2013년 NME에서 선정한 역사상 가장 위대한 음반 500장에서 탈락했다.,"음반 《Visions》은 부셰를 유명하게 만든 작품으로, 음악 평론가들의 호평을 받았으며 2013년 NME가 선정한 500대 명반에 이름을 올렸다.",
2255,68662,"벤츄리 페티시는 벤츄리에서 제작한 세계 최초의 이인승 전기 스포츠카이며, 4.5초 만에 시속 60마일에 도달할 수 있는 성능을 갖추고 있다.",벤츄리 페티시는 벤츄리에서 제작한 세계 최초의 이인승 전기 스포츠카가 아니거나 4.5초 만에 시속 60마일에 도달할 수 있는 성능을 갖추고 있지 않다.,아니다,안 장형,,관형절,"벤츄리 페티시는 벤츄리에서 제작하지 못한 세계 최초의 이인승 전기 스포츠카이며, 4.5초 만에 시속 60마일에 도달할 수 있는 성능을 갖추고 있다.",벤츄리에서 제작한,못 장형,,"벤츄리 페티시는 포르쉐에서 제작한 세계 최초의 사인승 디젤 스포츠카이며, 0.5초 만에 시속 60마일에 도달할 수 있는 성능을 갖추고 있다.","벤츄리에서 만든 벤츄리 페티시는 세계에서 처음으로 선보인 두 명이 탈 수 있는 전기 스포츠카로, 4.5초 안에 시속 60마일에 도달하는 성능을 지녔다.",
2256,908459,고분자 전해질의 형태는 기존 중합체 이론의 변형으로 포착할 수 있으나 정전기적 상호 작용의 장거리 특성으로 인해 모델링이 계산 집약적이다.,고분자 전해질의 형태는 기존 중합체 이론의 변형으로 포착할 수 없거나 정전기적 상호 작용의 장거리 특성으로 인해 모델링이 계산 집약적이지 않다.,어휘적,안 장형,,대등절 일부,고분자 전해질의 형태는 기존 중합체 이론의 변형으로 포착할 수 있으나 정전기적 상호 작용의 장거리 특성으로 인해 모델링이 계산 집약적이지 않다.,모델링이 계산 집약적이다,안 장형,,고분자 전해질의 형태는 기존 중합체 이론의 변형으로 포착할 수 있으나 정전기적 상호 작용의 단거리 특성으로 인해 모델링이 계산적으로 간단하다.,"고분자 전해질은 기존의 중합체 이론을 변형해 설명할 수 있지만, 정전기적 상호작용의 장거리 효과 때문에 모델링 과정에 많은 계산이 필요하다.",
2257,616324,송은주는 이화여자대학교 영문학과를 졸업하고 같은 학교 대학원에서 박사 학위를 받은 대한민국의 영어 번역가이다.,송은주는 이화여자대학교 영문학과를 졸업하고 같은 학교 대학원에서 박사 학위를 받은 대한민국의 영어 번역가가 아니다.,아니다,,,관형절,송은주는 이화여자대학교 영문학과를 졸업하지 못했거나 이화여자대학교 학교 대학원에서 박사 학위를 못 받은 대한민국의 영어 번역가이다.,이화여자대학교 영문학과를 졸업하고 같은 학교 대학원에서 박사 학위를 받은,못 장형,못 단형,송은주는 이화여자대학교 영문학과를 졸업하고 타 대학 대학원에서만 박사 학위를 받은 대한민국의 영어 번역가이다.,"송은주는 이화여자대학교 영문학과를 나왔으며, 같은 대학원에서 박사 학위를 취득한 영어 번역가이다.",
2258,103146,855년 로트링겐 왕으로 즉위한 로타르 2세는 856년에 세례를 받았다.,855년 로트링겐 왕으로 즉위한 로타르 2세는 856년에 세례를 받지 않았다.,안 장형,,,관형절,855년 로트링겐 왕으로 즉위하지 못한 로타르 2세는 856년에 세례를 받았다.,855년 로트링겐 왕으로 즉위한,못 장형,,854년 로트링겐 왕으로 즉위한 로타르 2세는 857년에 세례를 받았다.,"로타르 2세는 855년에 로트링겐의 왕이 되었고, 856년에 세례를 받았다.",
2259,707002,아카도마리촌은 니가타현 내에서 2004년 3월 1일에 합병되어 사도시의 일부가 되었다.,아카도마리촌은 니가타현 내에서 2004년 3월 1일에 합병되어 사도시의 일부가 되지 않았다.,안 장형,,,부사절,아카도마리촌은 니가타현 내에서 2004년 3월 1일에 합병되지 않아 사도시의 일부가 되었다.,2004년 3월 1일에 합병되어,안 장형,,아카도마리촌은 니가타현 내에서 2004년 3월 1일에 사도시에서 분리되어 독립된 자치단체가 되었다.,아카도마리촌은 2004년 3월 1일 니가타현에서 합병을 통해 사도시에 편입됐다.,
2260,367290,검찰은 연행에 앞서 수사관 3명을 민주당사로 보내 사무총장과의 면담을 통해 연행에 협조해 줄 것을 요구했다.,검찰은 연행에 앞서 수사관 3명을 민주당사로 보내 사무총장과의 면담을 통해 연행에 협조해 줄 것을 요구하지 않았다.,안 장형,,,부사절,검찰은 연행에 앞서 수사관 3명을 민주당사로 안 보내 사무총장과의 면담을 통해 연행에 협조해 줄 것을 요구했다.,민주당사로 보내,안 단형,,검찰은 연행에 앞서 수사관 3명을 민주당사로 보내 사무총장과의 면담을 통해 연행을 중단해 줄 것을 요구했다.,검찰은 연행하기 전에 수사관 세 명을 민주당사에 보내 사무총장에게 협조를 요청했다.,
2261,14159,"섬진강 중상류는 온대 기후대에 속하며, 다양한 동식물의 서식지이다.","섬진강 중상류는 온대 기후대에 안 속하거나, 다양한 동식물의 서식지가 아니다.",안 단형,아니다,,대등절 일부,"섬진강 중상류는 온대 기후대에 속하며, 다양한 동식물의 서식지가 아니다.",다양한 동식물의 서식지이다,아니다,,"섬진강 중상류는 한대 기후대에 속하며, 동식물이 생존 불가능한 황무지이다.",섬진강의 중상류 지역은 온대 기후에 해당하고 여러 동식물이 살아가는 곳이다.,
2262,205210,"코프라는 코코넛의 말린 알맹이이며, 전통적으로 비비거나 빻은 뒤 물에 끓여 기름을 추출해서 만든다.",코프라는 코코넛의 말린 알맹이가 아니거나 전통적으로 비비거나 빻은 뒤 물에 끓여 기름을 추출해서 만들지 않는다.,아니다,안 장형,,관형절,"코프라는 코코넛의 말린 알맹이이며, 전통적으로 비비지 않거나 빻지 않은 뒤 물에 끓여 기름을 추출해서 만든다.",비비거나 빻은,안 장형,안 장형,"코프라는 코코넛의 신선한 과즙이며, 전통적으로 얼리거나 발효한 뒤 우유에 달여 단맛을 추출해서 만든다.","코프라는 코코넛 알맹이를 건조시킨 것으로, 예로부터 비비거나 빻아 물에 끓여 기름을 얻는 데 사용되었다.",
